AuthorCourse,AuthorID,Cluster,Subject,ClassSize,TrtType,Treatment,CourseLevel,TrtIntensity,stdExam,PercMGS,MGSgroup,MGS
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.816687133,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.816687133,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.035148529,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.561815503,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.18078946,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.306943874,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.057158453,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.088482478,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.18078946,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.197713176,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.035148529,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.088482478,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.399250856,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.399250856,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.639722177,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.399250856,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.275619849,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.544891787,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.42126078,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.671046202,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.399250856,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.544891787,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.816687133,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.544891787,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.925917831,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.925917831,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.925917831,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-1.986900788,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.399250856,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.166389151,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.290020158,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.544891787,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.057158453,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-1.986900788,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.639722177,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.057158453,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.306943874,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.290020158,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.399250856,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-1.986900788,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.925917831,0.100210231,URM,1
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.035148529,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.035148529,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.275619849,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.399250856,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.544891787,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.057158453,0.100210231,URM,1
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.785363108,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.785363108,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.925917831,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.306943874,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.561815503,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.816687133,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-1.258696133,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.197713176,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.544891787,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.544891787,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.035148529,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-1.149465435,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.671046202,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.088482478,0.100210231,URM,1
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.275619849,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.671046202,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.671046202,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.399250856,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.785363108,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.399250856,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.035148529,0.100210231,URM,1
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.166389151,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.544891787,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.399250856,0.100210231,URM,1
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.654122485,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.671046202,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.166389151,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.399250856,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.290020158,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.561815503,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.035148529,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.18078946,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.654122485,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.639722177,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.275619849,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.816687133,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.18078946,0.100210231,URM,1
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.42126078,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.544891787,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.197713176,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.42126078,0.100210231,URM,1
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.290020158,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.035148529,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.544891787,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.306943874,0.100210231,URM,1
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.671046202,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.671046202,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-1.986900788,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.166389151,0.100210231,URM,1
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.452584805,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.816687133,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.544891787,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.197713176,0.100210231,URM,1
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.275619849,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.18078946,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.197713176,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.785363108,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.18078946,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.399250856,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.671046202,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.306943874,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.290020158,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.088482478,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.197713176,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.399250856,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.290020158,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.42126078,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-1.367926831,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.925917831,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.18078946,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.561815503,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.275619849,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.088482478,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.088482478,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.18078946,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.816687133,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.197713176,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.057158453,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.561815503,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.544891787,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.197713176,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.306943874,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.290020158,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.057158453,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.275619849,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.671046202,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.544891787,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.197713176,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.399250856,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.18078946,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.166389151,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.654122485,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-1.003824504,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.561815503,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.561815503,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.639722177,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.057158453,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.290020158,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.088482478,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.290020158,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.057158453,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.290020158,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.894593806,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.544891787,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-1.003824504,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.544891787,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.18078946,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.925917831,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.639722177,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.671046202,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.452584805,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.035148529,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.639722177,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.18078946,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-1.367926831,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.166389151,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.197713176,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.544891787,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.399250856,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.290020158,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.057158453,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.088482478,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.544891787,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.42126078,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.18078946,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.035148529,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.306943874,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.671046202,0.100210231,URM,1
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-1.149465435,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.306943874,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.42126078,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.925917831,0.100210231,URM,1
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.544891787,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.671046202,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.399250856,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.057158453,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.544891787,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.816687133,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.399250856,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.544891787,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.035148529,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.197713176,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.654122485,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.671046202,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.275619849,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.306943874,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.166389151,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.275619849,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-1.513567762,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.197713176,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.18078946,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.639722177,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.654122485,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.544891787,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.639722177,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.18078946,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.399250856,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.399250856,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-1.149465435,0.100210231,URM,1
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.925917831,0.100210231,URM,1
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.18078946,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.035148529,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.035148529,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.544891787,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.057158453,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.925917831,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-1.149465435,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.18078946,0.100210231,URM,1
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.290020158,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.925917831,0.100210231,URM,1
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.399250856,0.100210231,URM,1
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-1.003824504,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.816687133,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.561815503,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.544891787,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.290020158,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.42126078,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.399250856,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.275619849,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.275619849,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.42126078,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.290020158,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.035148529,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.035148529,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.42126078,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.035148529,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.530491479,0.100210231,URM,1
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.816687133,0.100210231,URM,1
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.42126078,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.290020158,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.654122485,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.035148529,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.290020158,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.925917831,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.399250856,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.452584805,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.671046202,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.399250856,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.544891787,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.561815503,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-1.986900788,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.290020158,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.306943874,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.290020158,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.894593806,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.894593806,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.275619849,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.671046202,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.452584805,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.18078946,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.561815503,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.816687133,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.035148529,0.100210231,URM,1
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-1.986900788,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.18078946,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-1.258696133,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.452584805,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.18078946,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,1.290020158,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-1.003824504,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.561815503,0.100210231,URM,1
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.197713176,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.671046202,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,-0.166389151,0.100210231,nonURM,0
5,5,500,Physics,Large,CollaborativeGroups,Active,Intro,High,0.197713176,0.100210231,nonURM,0
